areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
East New York,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,1350.0,1400.0,1450.0,1512.5,1450.0,1650.0,1650.0,1362.5,1362.5,1495.0,,1500.0,1497.5,1435.0,1350.0,1500.0,1500.0,1500.0,1495.0,1472.5,1500.0,1697.5,1672.5,1600.0,1650.0,1700.0,1775.0,1750.0,1650.0,1650.0,1600.0,1675.0,1675.0,1647.5,1749.0,1900.0,1800.0,1950.0,1850.0,1850.0,1850.0,1725.0,1925.0,1900.0,1900.0,1850.0,1875.0,2100.0,2150.0,2000.0,1875.0,2000.0,2000.0,1950.0,1950.0,2000.0,2000.0,2099.0,2000.0,2050.0,2100.0,1950.0,1850.0,1900.0,1995.0,2000.0,2100.0,2150.0,2100.0,2150.0,2150.0,2150.0,2200.0,2180.0,2199.0,2100.0,2147.5,2075.0,2174.5,2150.0,2100.0,2100.0,2150.0,2200.0,2172.5,2200.0,2250.0,2200.0,2200.0,2225.0,2250.0,2200.0,2195.0,2250.0,2250.0,2200.0,2192.5,2150.0,2100.0,2037.5,2100.0,2122.5,2100.0,2150.0,2125.0,2100.0,2100.0,2162.5,2100.0,2199.0,2199.0,2200.0,2250.0,2250.0,2195.0,2200.0,2200.0,2300.0,2400.0,2383.0,2400.0,2400.0,2447.5,2500.0,2500.0,2500.0,2500.0,2500.0,2575.0,2495.0,2600.0,2700.0,3000.0,2955.0,2850.0,2874.5,2800.0,2800.0,2975.0,2850.0,3000.0,2950.0,3001.0,3052.5,3250.0,3350.0,3250.0,3200.0,3050.0,3050.0,3027.0,2800.0,2799.0,2799.5,2925.0,3125.0,3000.0,3150.0,3250.0,3250.0,3150.0
East Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.0,,1209.0,,,1136.0,1150.0,1200.0,,1475.0,1312.0,1312.0,1320.0,1275.0,1510.0,1487.5,1500.0,1450.0,1725.0,1700.0,1775.0,1750.0,1450.0,1425.0,,1400.0,1400.0,,,,,1697.5,1695.0,,,1500.0,1587.5,1625.0,1850.0,1775.0,1750.0,1750.0,,1690.0,1690.0,,1700.0,1700.0,1700.0,1650.0,1662.5,,1775.0,1849.5,1850.0,1750.0,2100.0,1850.0,1910.0,1900.0,1800.0,1900.0,1625.0,1625.0,1625.0,,1643.0,1650.0,1650.0,1900.0,,1797.5,1845.0,,,,1900.0,1900.0,1790.0,1700.0,1650.0,1650.0,1699.0,1950.0,,1575.0,,,1950.0,1950.0,1999.0,2300.0,2375.0,2250.0,2200.0,1750.0,1750.0,1737.5,,2240.0,2394.0,2350.0,2385.0,2388.0,2288.0,1971.5,2022.5,2174.5,2174.5,2750.0,2650.0,2236.0,1887.5,2550.0,2225.0,2400.0,2400.0,2222.5,2150.0,2275.0,,1777.5,1900.0,,,,,,2325.0,1800.0,3000.0,2525.0,2700.0,2700.0,,2500.0,2475.0,,,,,,
East Village,Manhattan,neighborhood,2500.0,2500.0,2400.0,2500.0,2595.0,2500.0,2600.0,2550.0,2695.0,2700.0,2695.0,2700.0,2700.0,2600.0,2695.0,2700.0,2900.0,2850.0,2800.0,2895.0,3240.0,2900.0,2900.0,2900.0,2950.0,2850.0,2885.0,2995.0,3000.0,3000.0,3000.0,3000.0,2995.0,3000.0,3000.0,3000.0,3089.0,3000.0,3000.0,3100.0,3100.0,3190.0,3154.0,3250.0,3225.0,3100.0,3097.5,3000.0,3000.0,3000.0,2995.0,3000.0,3200.0,3150.0,3200.0,3295.0,3200.0,3150.0,3098.0,3100.0,3000.0,2900.0,2950.0,3100.0,3115.0,3150.0,3200.0,3200.0,3172.5,3150.0,3095.0,3100.0,3100.0,3086.0,3200.0,3224.5,3300.0,3300.0,3297.0,3200.0,3145.0,3100.0,3100.0,3000.0,3000.0,3194.0,3162.5,3350.0,3348.0,3277.0,3250.0,3200.0,3000.0,3000.0,2900.0,2914.0,2995.0,3000.0,3050.0,3285.0,3485.0,3456.0,3388.5,3395.0,3282.5,3200.0,3150.0,3100.0,3098.5,3185.0,3195.0,3400.0,3500.0,3595.0,3550.0,3449.5,3400.0,3400.0,3395.0,3100.0,3200.0,3230.0,3195.0,3250.0,3250.0,3200.0,3100.0,2995.0,2850.0,2749.0,2699.0,2600.0,2595.0,2520.0,2600.0,2700.0,2850.0,3150.0,3400.0,3385.0,3400.0,3495.0,3600.0,3700.0,3795.0,3900.0,3925.0,4100.0,4250.0,4250.0,4200.0,4100.0,4000.0,3999.5,3959.0,3921.5,3950.0,4172.5,4100.0,4300.0,4395.0,4250.0,4200.0,4220.0,4200.0,3995.0,3900.0,3910.0,3895.0,3995.0,4100.0,4495.0,4500.0,4400.0,4400.0,4495.0,4200.0,4150.0,4000.0,4155.0,4200.0,4225.0,4425.0,4800.0,4897.5,4950.0,4950.0,4995.0,4995.0,4995.0,4800.0,4595.0
Eastchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenwald,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst,Queens,neighborhood,1112.5,1150.0,1187.5,1150.0,,1050.0,,,,,,,,,,,,1275.0,,1325.0,,,,,,,,,,,,1515.0,1515.0,1950.0,1950.0,1950.0,1900.0,1900.0,1900.0,1925.0,1900.0,1940.0,2150.0,1840.0,1939.5,2080.0,1899.0,1685.0,1657.5,1874.5,1950.0,1950.0,1750.0,1825.0,1899.5,1962.5,1800.0,1700.0,1700.0,1697.5,1650.0,1897.5,1924.0,1912.0,1925.0,2000.0,1825.0,1837.5,1787.5,1775.0,1825.0,1750.0,1750.0,1885.0,1850.0,1850.0,1675.0,1950.0,1887.5,1800.0,1825.0,1825.0,1775.0,1825.0,1812.5,2100.0,2000.0,2000.0,2090.5,1950.0,2090.0,1950.0,1950.0,1897.0,1896.0,1900.0,1950.0,1935.0,1935.0,1925.0,1879.0,1750.0,1950.0,1990.0,2050.0,1912.5,1875.0,1900.0,1950.0,1900.0,1900.0,1900.0,1924.5,2166.0,2100.0,2100.0,1849.5,1960.0,1957.5,1875.0,1937.5,2000.0,2050.0,2066.5,2100.0,2000.0,1950.0,1900.0,1899.5,1800.0,1775.0,1850.0,1775.0,1750.0,1800.0,1800.0,1850.0,1900.0,1800.0,1811.0,1950.0,1980.0,2025.0,1997.5,2000.0,2100.0,2050.0,2195.0,2009.0,2197.0,2100.0,2095.0,2199.5,2100.0,2241.0,2200.0,2195.0,2350.0,2350.0,2200.0,2395.0,2100.0,2150.0,2150.0,2450.0,2550.0,2460.0,2600.0,2624.5,2500.0,2350.0,2375.0,2400.0,2600.0,2400.0,2460.0,2500.0,2475.0,2199.5,2200.0,2400.0,2450.0,2600.0,2675.0,2672.5,2695.0,2500.0,2555.0,2662.5,2525.0,2700.0,2325.0
Financial District,Manhattan,neighborhood,3200.0,3100.0,3015.0,3000.0,3200.0,3244.0,3107.0,3100.0,3032.5,3250.0,3250.0,3250.0,3300.0,3400.0,3399.0,3250.0,3300.0,3475.0,3500.0,3500.0,3595.0,3595.0,3485.0,3400.0,3400.0,3395.0,3300.0,3500.0,3450.0,3500.0,3680.0,3600.0,3700.0,3650.0,3912.5,3664.0,3500.0,3415.0,3350.0,3350.0,3395.0,3450.0,3500.0,3550.0,3550.0,3550.0,3508.5,3500.0,3500.0,3495.0,3495.0,3500.0,3550.0,3550.0,3500.0,3500.0,3600.0,3595.0,3500.0,3500.0,3499.0,3609.0,3595.0,3605.0,3675.0,3675.5,3700.0,3650.0,3695.0,3650.0,3550.0,3525.0,3500.0,3512.5,3550.0,3595.0,3600.0,3650.0,3700.0,3625.0,3655.0,3645.0,3499.5,3467.5,3450.0,3467.0,3558.0,3590.0,3625.0,3600.0,3750.0,3750.0,3695.0,3601.0,3640.0,3615.0,3564.5,3720.0,3595.0,3564.5,3580.0,3600.0,3702.0,3783.0,3752.5,3735.0,3692.0,3640.0,3695.0,3755.0,3660.0,3857.0,3827.0,3855.0,3850.0,3750.0,3771.0,3750.0,3773.0,3700.0,3754.0,3795.0,3750.0,3597.5,3529.0,3450.0,3300.0,3295.0,3200.0,3200.0,3195.0,3174.0,3164.0,3243.5,3291.0,3375.0,3400.0,3649.0,4000.0,4095.0,4350.0,4350.0,4300.0,4407.5,4495.0,4500.0,4300.0,4353.0,4415.0,4400.0,4400.0,4495.0,4500.0,4399.0,4356.0,4362.5,4350.0,4300.0,4349.0,4495.0,4500.0,4500.0,4535.0,4439.0,4450.0,4400.0,4428.5,4495.0,4505.0,4560.0,4500.0,4554.5,4650.0,4700.0,4600.0,4555.5,4500.0,4500.0,4475.0,4500.0,4550.0,4679.5,4644.5,4600.0,4600.0,4650.0,4800.0,4870.0,4850.0,4850.0,4895.0,4895.0
Flatbush,Brooklyn,neighborhood,,1600.0,,1595.0,,1450.0,,1165.0,1195.0,1165.0,1150.0,1100.0,1100.0,1100.0,1150.0,1925.0,1950.0,1725.0,1500.0,1175.0,1100.0,1250.0,1312.5,1325.0,1337.5,1400.0,1412.5,,,1350.0,1425.0,1400.0,1425.0,1325.0,1350.0,1500.0,1500.0,1500.0,1500.0,1450.0,1500.0,1600.0,1500.0,1677.5,1600.0,1600.0,1575.0,1500.0,1600.0,1687.5,1687.5,1625.0,1700.0,1600.0,1750.0,1700.0,1650.0,1550.0,1600.0,1750.0,1700.0,1749.0,1750.0,1750.0,1800.0,1800.0,1837.0,1895.0,1895.0,1850.0,1862.5,1850.0,1850.0,1850.0,1850.0,1900.0,1895.0,1931.5,1900.0,1900.0,1900.0,1900.0,1900.0,1895.0,1895.0,1900.0,1900.0,1950.0,1950.0,2000.0,2100.0,2050.0,2000.0,2095.0,1995.0,1950.0,2000.0,2000.0,1999.0,1950.0,2050.0,2095.0,2099.0,2200.0,2200.0,2142.0,2150.0,2122.0,2085.0,2153.0,2095.0,2165.0,2150.0,2243.5,2249.0,2250.0,2300.0,2311.0,2299.0,2333.0,2381.0,2300.0,2300.0,2300.0,2275.0,2299.0,2250.0,2250.0,2175.0,2150.0,2080.0,2100.0,2100.0,2099.0,2050.0,2099.0,2186.0,2200.0,2200.0,2250.0,2275.0,2400.0,2400.0,2300.0,2466.0,2600.0,2552.0,2575.0,2576.0,2860.0,2860.0,2800.0,2825.0,2730.0,2600.0,2600.0,2600.0,2647.0,2700.0,2749.0,2895.0,2960.0,2975.0,2975.0,2860.0,2812.5,2850.0,2800.0,2855.0,2850.0,2800.0,2900.0,3000.0,3050.0,3050.0,3000.0,2950.0,2955.0,2960.0,2995.0,2995.0,2900.0,3000.0,2999.0,3000.0,3088.0,3100.0,3150.0,3100.0,3050.0,3000.0,2999.0
Flatiron,Manhattan,neighborhood,3895.0,3750.0,3550.0,3695.0,3885.0,3850.0,3900.0,3997.0,4100.0,3995.0,3875.0,3900.0,3995.0,4200.0,4100.0,4150.0,4000.0,3925.0,3995.0,3975.0,4400.0,4150.0,4200.0,4425.0,3800.0,3950.0,3950.0,3850.0,4450.0,4475.0,4387.5,4350.0,4395.0,4172.5,4300.0,4300.0,4350.0,4350.0,4195.0,4195.0,4221.0,4350.0,4350.0,4372.5,4077.0,3995.0,3849.0,3817.0,4196.0,4200.0,4295.5,4395.0,4583.0,4500.0,4625.0,4800.0,4895.0,4495.0,4372.5,4358.0,4477.0,4512.5,4857.5,4895.0,5067.5,5100.0,4995.0,4995.0,5000.0,5000.0,4950.0,5000.0,5000.0,4995.0,4678.5,4672.0,4560.0,4700.0,4900.0,4825.0,4920.5,4795.0,4628.5,4646.0,4573.0,4600.0,4498.0,4650.0,4700.0,4595.0,4500.0,4800.0,4800.0,4667.5,4795.0,4700.0,4601.0,4572.0,4497.5,4495.0,4575.0,4595.0,4600.0,4615.0,4875.0,4875.0,4509.0,4635.0,4798.5,4890.0,4800.0,4847.5,4950.0,4954.0,4997.0,5195.0,5150.0,4911.5,4938.0,4935.0,4850.0,4717.0,4945.0,4552.5,4371.0,4300.0,4150.0,4000.0,4250.0,4000.0,3971.0,3995.0,4017.5,4200.0,4200.0,4354.0,4442.5,4888.5,5321.0,5475.0,5600.0,5510.0,5513.0,5475.0,5351.0,5631.5,5680.0,5746.5,5895.0,6044.0,6133.0,5944.5,5928.0,5690.0,5696.0,5690.0,5800.0,5727.5,5750.0,5800.0,5900.0,6000.0,5952.0,5995.0,5810.0,5750.0,5695.0,5700.0,5815.5,5795.0,5695.0,5878.0,6017.5,6000.0,5912.5,6211.0,6300.0,6300.0,6195.0,5961.0,6132.0,6186.5,6045.0,5997.5,6197.0,6303.5,6175.0,6272.5,6062.5,6317.5,5995.0,5929.5
Flatlands,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,2100.0,2150.0,,,,,2100.0,,1850.0,2000.0,,,,,,1875.0,2200.0,2000.0,1925.0,1850.0,1725.0,2499.0,2447.5,,,2150.0,1600.0,,2150.0,2000.0,,1900.0,,,,,,,2162.5,2125.0,,,,,,,,1772.5,1774.5,1699.5,,,,,,,2195.0,,2400.0,2099.5,,2800.0,2875.0,,,2550.0,2575.0,2650.0,2200.0,2300.0,2300.0,2550.0,2100.0,2250.0,,,,,2800.0,2500.0,2750.0,3200.0,3000.0,,,,,,,3050.0,,,,,,2800.0,,,2347.5,2250.0,,,,
Floral Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flushing,Queens,neighborhood,1575.0,1450.0,1400.0,1350.0,1300.0,,1300.0,,,,,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1375.0,1450.0,1450.0,1325.0,1281.5,1295.0,1288.0,1291.5,1399.0,1500.0,1450.0,1397.5,1495.0,1512.5,1500.0,1512.5,1562.5,1625.0,1525.0,1500.0,1460.0,1600.0,1600.0,1587.5,1837.5,1950.0,1950.0,1675.0,1507.5,1555.0,1497.5,1600.0,1825.0,1837.5,1790.0,1797.5,1900.0,1950.0,1850.0,1825.0,1875.0,1795.0,1700.0,1750.0,1700.0,1750.0,1800.0,1800.0,1850.0,1850.0,1800.0,1800.0,1750.0,1750.0,1780.0,1862.5,2025.0,2050.0,2100.0,2100.0,1825.0,1837.5,1999.5,2150.0,2063.0,2150.0,2200.0,2187.5,1925.0,2000.0,2000.0,2200.0,2300.0,2200.0,1950.0,2000.0,1987.5,1887.0,1950.0,1862.5,1800.0,1950.0,1975.0,1975.0,1895.0,1995.0,1997.5,1850.0,1905.0,1900.0,1885.0,1900.0,1937.5,1950.0,1950.0,2000.0,2000.0,1925.0,1900.5,1848.0,1846.0,1850.0,1892.5,2050.0,2150.0,1872.5,1900.0,2165.0,2100.0,2000.0,2100.0,2050.0,2000.0,2099.0,1900.0,1900.0,1950.0,2035.0,1995.0,2072.5,2100.0,2000.0,1950.0,1800.0,1850.0,1950.0,1950.0,1950.0,2000.0,1997.5,2000.0,2072.5,2100.0,2150.0,2150.0,2200.0,2200.0,2200.0,2150.0,2100.0,2000.0,2100.0,2400.0,2492.5,2300.0,2300.0,2500.0,2500.0,2400.0,2500.0,2595.0,2600.0,2500.0,2775.0,2599.5,2624.0,2600.0,2455.5,2500.0,2400.0,2557.5,2537.5,2600.0,2650.0,2700.0,2800.0,2575.0,2699.0,2500.0,2500.0,2667.0,2700.0,2695.0,2667.0
Fordham,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,1200.0,,,,,,,,,,,,,,,,,,,,,,,,1195.0,1250.0,1250.0,1450.0,1400.0,1199.0,1250.0,1312.5,1322.5,1425.0,1400.0,1400.0,1412.5,1600.0,1450.0,1350.0,1412.5,1462.5,1550.0,1550.0,1550.0,1550.0,1550.0,1500.0,1525.0,1495.0,1475.0,1625.0,1825.0,1700.0,1782.5,1750.0,1815.0,1795.0,1825.0,1800.0,1707.5,1752.5,1845.0,1717.5,1822.5,1749.0,1750.0,1747.5,1825.0,1940.0,2000.0,1900.0,1672.5,1722.5,1750.0,1750.0,1697.5,1700.0,1800.0,2000.0,1922.5,1750.0,1883.0,1695.0,1624.5,1650.0,1622.5,1737.5,1725.0,1750.0,1700.0,1650.0,1650.0,1640.0,1675.0,1835.0,1750.0,1662.5,1725.0,1675.0,1833.0,1850.0,1838.0,1850.0,1887.5,1700.0,1850.0,1795.0,1650.0,1737.5,1650.0,1800.0,1850.0,1850.0,1795.5,1800.0,1750.0,1850.0,1850.0,1795.0,1750.0,1777.0,1775.0,1897.5,1670.0,2000.0,2095.0,2100.0,2100.0,2100.0,2200.0,2166.0,2250.0,1895.0,2000.0,1912.5,2050.0,1975.0,2299.5,2000.0,2101.0,2200.0,2350.0,2340.0,2297.5,2325.0,2050.0,2025.0,1997.5,1995.0,2175.0,2250.0,2200.0,2295.0,2295.0,2150.0,2100.0,2000.0
Forest Hills,Queens,neighborhood,2000.0,1800.0,1700.0,1662.5,1550.0,1587.5,1700.0,1750.0,1695.0,1725.0,1675.0,1650.0,1662.5,1650.0,1687.5,1772.5,1825.0,1850.0,1895.0,2100.0,2247.5,2150.0,1997.5,1850.0,1825.0,1995.0,1850.0,1850.0,1825.0,1825.0,2025.0,2050.0,2025.0,2100.0,1895.0,2050.0,1995.0,1900.0,1800.0,1800.0,1800.0,1800.0,2050.0,1950.0,2050.0,1875.0,1900.0,2050.0,2100.0,2095.0,2025.0,2015.0,1950.0,2015.0,2015.0,2295.0,2015.0,2000.0,2100.0,2195.0,2015.0,2015.0,2015.0,2015.0,2100.0,2212.5,2137.5,2300.0,2300.0,2295.0,2195.0,2200.0,2200.0,2195.0,2100.0,2162.5,2195.0,2162.5,2200.0,2200.0,2200.0,2150.0,2137.0,2150.0,2100.0,2100.0,2000.0,2000.0,1997.0,2100.0,2137.5,2100.0,2100.0,2100.0,2100.0,2050.0,2000.0,2000.0,2100.0,1982.5,1950.0,1975.0,2000.0,2150.0,2100.0,1999.5,2000.0,1995.0,2047.5,2000.0,2050.0,2095.0,2100.0,2100.0,2200.0,2285.0,2200.0,2149.0,2145.0,2182.5,2133.0,2150.0,2100.0,2100.0,2095.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1997.5,1995.0,1997.5,1970.0,1950.0,1995.0,1995.0,1979.5,1995.0,2100.0,2150.0,2100.0,2100.0,2200.0,2200.0,2150.0,2295.0,2500.0,2350.0,2468.0,2500.0,2500.0,2350.0,2450.0,2485.0,2500.0,2500.0,2497.0,2500.0,2550.0,2525.0,2900.0,2925.0,2790.0,2460.0,2445.0,2500.0,2595.0,2475.0,2600.0,2500.0,2650.0,2650.0,2650.0,2797.0,2800.0,2750.0,2750.0,2672.5,2700.0,2837.5,2600.0,2650.0,2764.5,2800.0,3142.0,3087.5,2995.0,2995.0,2800.0,2900.0
Fort Greene,Brooklyn,neighborhood,2470.0,2200.0,2200.0,2200.0,2225.0,2372.5,2400.0,2400.0,2400.0,2425.0,2400.0,2425.0,2400.0,2500.0,2500.0,2500.0,2500.0,2625.0,2500.0,2600.0,2625.0,2575.0,2500.0,2500.0,2500.0,2550.0,2600.0,2758.0,2700.0,2500.0,2672.5,2700.0,2575.0,2550.0,2600.0,2750.0,2600.0,2900.0,2900.0,2800.0,2500.0,2625.0,2725.0,2700.0,2750.0,2700.0,2700.0,2700.0,2750.0,2650.0,2695.0,2695.0,2750.0,2772.5,2750.0,2800.0,2645.0,2650.0,2650.0,2700.0,2700.0,2800.0,2900.0,2988.0,2800.0,2800.0,2895.0,2850.0,2800.0,2770.0,2800.0,2730.0,2700.0,2700.0,2800.0,2700.0,2800.0,2880.0,2900.0,3000.0,2900.0,2819.0,2790.5,2731.5,2750.0,2800.0,2865.0,3000.0,2900.0,2950.0,2902.5,2900.0,2842.0,2750.0,2700.0,2750.0,2700.0,2700.0,2700.0,2800.0,2800.0,2875.0,2972.5,2975.0,2899.5,2872.5,3048.0,2950.0,2800.0,2895.0,3000.0,3300.0,3497.5,3300.0,3375.0,3350.0,3048.0,3094.0,3115.5,3195.0,3250.0,3081.0,3348.0,3200.0,3185.0,2952.0,2900.0,2875.0,2799.0,2820.0,2800.0,2800.0,2753.5,2628.0,2745.0,2699.0,2808.0,2900.0,3167.0,3373.5,3500.0,3475.0,3600.0,3610.0,3467.0,3495.0,3600.0,3866.0,3825.0,3897.5,4000.0,4000.0,3850.0,3995.0,4084.0,3772.5,3650.0,3795.0,3972.5,3995.0,3857.5,3931.5,4098.0,4143.5,4044.0,3999.0,3760.0,3807.5,3850.0,3857.0,3750.0,3800.0,3995.0,3950.0,4034.5,3893.5,3997.5,4000.0,3995.0,3995.0,4096.0,4000.0,4200.0,4350.0,4670.0,4725.0,4595.0,4500.0,4806.0,4750.0,4512.5,4500.0
Fresh Meadows,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.0,1950.0,2100.0,1975.0,2375.0,2450.0,,,,,,,,,,,,,,,,,,,,,2187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.0,,,,,,,,,,,,,,2297.5,2400.0,2500.0,,2500.0,2447.5,2395.0,2400.0,2250.0,2300.0,2400.0,2300.0,2300.0,2300.0,2500.0,2300.0,2300.0,,2700.0,2650.0,2600.0,2400.0,2400.0,2474.5,2450.0,2450.0,2395.0,2350.0,2445.0,2450.0
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Oaks,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.0,,,1850.0,,,,,,,,,,,,,1787.5,,1762.5,1775.0,1750.0,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,2112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1450.0,1500.0,1700.0,1750.0,1575.0,1400.0,1450.0,1450.0,,,,,1400.0,,1400.0,1387.5,1362.5,,1475.0,1550.0,1500.0,1695.0,1712.5,1637.5,1725.0,1450.0,,1775.0,1700.0,1700.0,1797.0,1799.5,1700.0,1750.0,1875.0,2000.0,2000.0,1800.0,1850.0,1825.0,1800.0,2000.0,1875.0,1875.0,1875.0,1899.0,2000.0,2000.0,1875.0,1862.5,2000.0,1900.0,2000.0,2077.5,2200.0,2200.0,2000.0,1999.5,2000.0,2000.0,2000.0,2000.0,1925.0,2022.5,2049.5,1999.0,2000.0,2000.0,2000.0,2150.0,2200.0,2100.0,2275.0,2000.0,2000.0,2050.0,2037.5,1999.5,2000.0,2000.0,2292.0,2246.0,2112.5,2000.0,2100.0,2200.0,2272.5,2199.5,2100.0,2100.0,2184.5,2175.0,2375.0,2400.0,2275.0,2200.0,2232.5,2200.0,2200.0,2225.0,2081.5,2012.5,2049.5,2000.0,2000.0,2000.0,2000.0,2100.0,2000.0,2225.0,2299.5,2000.0,2200.0,2200.0,2150.0,2199.0,2300.0,2300.0,2299.5,2500.0,2350.0,2350.0,2299.0,2199.0,2325.0,2350.0,2350.0,2500.0,2500.0,2550.0,2500.0,2500.0,2500.0,2400.0,2450.0,2400.0,2400.0,2350.0,2400.0,2399.0,2399.5,2450.0,2650.0,2699.0,2750.0,2750.0,2700.0,2674.5,2872.5,2650.0,2432.5,2700.0,2625.0,2850.0,3000.0,3000.0,3150.0,3200.0,3200.0,2999.0,2800.0,2575.0
